ClientAccountID,CurrencyPrimary,AssetClass,FXRateToBase,Symbol,Description,Conid,SecurityID,SecurityIDType,CUSIP,ISIN,UnderlyingConid,UnderlyingSymbol,Issuer,TradeID,ReportDate,TradeDate,TradeTime,SettleDateTarget,TransactionType,Exchange,Quantity,TradePrice,Multiplier,TradeMoney,Proceeds,Taxes,IBCommission,IBCommissionCurrency,ClosePrice,Open/CloseIndicator,Notes/Codes,CostBasis,FifoPnlRealized,MtmPnl,OrigTradePrice,OrigTradeDate,OrigTradeID,OrigOrderID,Strike,Expiry,Put/Call,Buy/Sell,IBOrderID,IBExecID,BrokerageOrderID,OrderReference,VolatilityOrderLink,OrderPlacementTime,ClearingFirmID,ExchOrderID,ExtExecID,OrderTime,OpenDateTime,HoldingPeriodDateTime,WhenRealized,WhenReopened,LevelOfDetail,ChangeInPrice,ChangeInQuantity,NetCash,OrderType
U1234567,USD,FUT,1,VXF3,VIX 16JAN13,106152254,,,,,13455763,VIX,,301617259,20121119,20121119,115823,20121120,ExchTrade,CFE,1,18.85,1000,18850,-18850,0,-1.97,USD,18.65,O,P;,18851.97,0,-200,0,,,0,,1/16/2013,,BUY,233672991,0000d388.50aa2bfe.01.01,0008b710.0000e969.50a9c1b5.0001,,1428554418,20121119;115235,,N/A,:292456991.106696:1326806812.0,20121119;115235,--,--,--,--,EXECUTION,0,0,-201.97,LMT
U1234567,USD,FUT,1,VXF3,VIX 16JAN13,106152254,,,,,13455763,VIX,,301658398,20121119,20121119,161459,20121120,ExchTrade,CFE,-9,18.55,1000,-166950,166950,0,-17.73,USD,18.65,C,P;,-181827.73,-14895.46,-900,0,,,0,,1/16/2013,,SELL,233702927,0000d388.50aa31e8.02.01,0008b710.0000e969.50a9c2a6.0001,,10130377,20121119;153904,,N/A,:293894164.106696:1327027172.0,20121119;161459,--,--,--,--,EXECUTION,0,0,-917.73,LMT
U1234567,USD,FUT,1,VXF3,VIX 16JAN13,106152254,,,,,13455763,VIX,,301658410,20121119,20121119,161459,20121120,ExchTrade,CFE,-5,18.56,1000,-92800,92800,0,-9.85,USD,18.65,C,P;,-101679.85,-8889.7,-450,0,,,0,,1/16/2013,,SELL,233702927,0000d388.50aa31ef.02.01,0008b710.0000e969.50a9c2a6.0001,,10130377,20121119;153904,,N/A,:293894164.106696:1556310316.0,20121119;161459,--,--,--,--,EXECUTION,0,0,-459.85,LMT
U1234567,USD,FUT,1,VXF3,VIX 16JAN13,106152254,,,,,13455763,VIX,,301658414,20121119,20121119,161459,20121120,ExchTrade,CFE,-71,18.6,1000,-1320600,1320600,0,-139.87,USD,18.65,C,P;,-1438969.87,-118509.74,-3550,0,,,0,,1/16/2013,,SELL,233702927,0000d388.50aa31f1.02.01,0008b710.0000e969.50a9c2a6.0001,,10130377,20121119;153904,,N/A,:293894164.106696:1327027218.0,20121119;161459,--,--,--,--,EXECUTION,0,0,-3689.87,LMT
U1234567,USD,FUT,1,VXF3,VIX 16JAN13,106152254,,,,,13455763,VIX,,301658473,20121119,20121119,161459,20121120,ExchTrade,CFE,-15,18.6,1000,-279000,279000,0,-29.55,USD,18.65,C,P;,-296649.55,-17679.1,-750,0,,,0,,1/16/2013,,SELL,233702927,0000d388.50aa31f0.02.01,0008b710.0000e969.50a9c2a6.0001,,10130377,20121119;153904,,N/A,:293894164.106696:1327027190.0,20121119;161459,--,--,--,--,EXECUTION,0,0,-779.55,LMT
U1234567,USD,FUT,1,VXF3,VIX 16JAN13,106152254,,,,,13455763,VIX,,301658405,20121119,20121119,161459,20121120,ExchTrade,CFE,-20,18.6,1000,-372000,372000,0,-39.4,USD,18.65,C,,-404539.4,-32578.8,-1000,0,,,0,,1/16/2013,,SELL,233702934,0000d388.50aa31ec.02.01,0008b710.0000e969.50a9c2ae.0001,,10130382,20121119;154201,,N/A,:293905753.106696:1327027389.0,20121119;161459,--,--,--,--,EXECUTION,0,0,-1039.4,LMT
U1234567,USD,FUT,1,VXF3,VIX 16JAN13,106152254,,,,,13455763,VIX,,301658408,20121119,20121119,161459,20121120,ExchTrade,CFE,-8,18.56,1000,-148480,148480,0,-15.76,USD,18.65,C,P;,-162095.76,-13631.52,-720,0,,,0,,1/16/2013,,SELL,233702937,0000d388.50aa31ed.02.01,0008b710.0000e969.50a9c2aa.0001,,10130383,20121119;154153,,N/A,:293905618.106696:1556310322.0,20121119;161459,--,--,--,--,EXECUTION,0,0,-735.76,LMT
U1234567,USD,FUT,1,VXF3,VIX 16JAN13,106152254,,,,,13455763,VIX,,301658416,20121119,20121119,161459,20121120,ExchTrade,CFE,-10,18.55,1000,-185500,185500,0,-19.7,USD,18.65,C,P;,-200169.7,-14689.4,-1000,0,,,0,,1/16/2013,,SELL,233702937,0000d388.50aa31f5.02.01,0008b710.0000e969.50a9c2aa.0001,,10130383,20121119;154153,,N/A,:293905618.106696:1327027822.0,20121119;161459,--,--,--,--,EXECUTION,0,0,-1019.7,LMT
U1234567,USD,FUT,1,VXF3,VIX 16JAN13,106152254,,,,,13455763,VIX,,301658471,20121119,20121119,161459,20121120,ExchTrade,CFE,-2,18.6,1000,-37200,37200,0,-3.94,USD,18.65,C,P;,-39763.94,-2567.88,-100,0,,,0,,1/16/2013,,SELL,233702937,0000d388.50aa31eb.02.01,0008b710.0000e969.50a9c2aa.0001,,10130383,20121119;154153,,N/A,:293905618.106696:1327027446.0,20121119;161459,--,--,--,--,EXECUTION,0,0,-103.94,LMT
U1234567,USD,FUT,1,VXF3,VIX 16JAN13,106152254,,,,,13455763,VIX,,301658417,20121119,20121119,161459,20121120,ExchTrade,CFE,-1,18.57,1000,-18570,18570,0,-1.97,USD,18.65,C,P;,-19881.97,-1313.94,-80,0,,,0,,1/16/2013,,SELL,233702941,0000d388.50aa31f6.02.01,0008b710.0000e969.50a9c2b0.0001,,10130380,20121119;154202,,N/A,:293905875.106696:1556310392.0,20121119;161459,--,--,--,--,EXECUTION,0,0,-81.97,LMT
U1234567,USD,FUT,1,VXF3,VIX 16JAN13,106152254,,,,,13455763,VIX,,301658475,20121119,20121119,161459,20121120,ExchTrade,CFE,-10,18.55,1000,-185500,185500,0,-19.7,USD,18.65,C,P;,-197919.7,-12439.4,-1000,0,,,0,,1/16/2013,,SELL,233702941,0000d388.50aa31f3.02.01,0008b710.0000e969.50a9c2b0.0001,,10130380,20121119;154202,,N/A,:293905875.106696:1327027907.0,20121119;161459,--,--,--,--,EXECUTION,0,0,-1019.7,LMT
U1234567,USD,FUT,1,VXF3,VIX 16JAN13,106152254,,,,,13455763,VIX,,301658478,20121119,20121119,161459,20121120,ExchTrade,CFE,-9,18.55,1000,-166950,166950,0,-17.73,USD,18.65,C,P;,-178187.73,-11255.46,-900,0,,,0,,1/16/2013,,SELL,233702941,0000d388.50aa31f7.02.01,0008b710.0000e969.50a9c2b0.0001,,10130380,20121119;154202,,N/A,:293905875.106696:1327028097.0,20121119;161459,--,--,--,--,EXECUTION,0,0,-917.73,LMT
U1234567,USD,FUT,1,VXF3,VIX 16JAN13,106152254,,,,,13455763,VIX,,301658422,20121119,20121119,161459,20121120,ExchTrade,CFE,-20,18.55,1000,-371000,371000,0,-39.4,USD,18.65,C,,-397639.4,-26678.8,-2000,0,,,0,,1/16/2013,,SELL,233702945,0000d388.50aa31fa.02.01,0008b710.0000e969.50a9c2ac.0001,,10130381,20121119;154155,,N/A,:293905626.106696:1327028175.0,20121119;161459,--,--,--,--,EXECUTION,0,0,-2039.4,LMT
U1234567,USD,FUT,1,VXF3,VIX 16JAN13,106152254,,,,,13455763,VIX,,301658483,20121119,20121119,161459,20121120,ExchTrade,CFE,-20,18.55,1000,-371000,371000,0,-39.4,USD,18.65,C,,-396039.4,-25078.8,-2000,0,,,0,,1/16/2013,,SELL,233702978,0000d388.50aa31fb.02.01,0008b710.0000e969.50a9c2a4.0003,,10130379.2,20121119;154158,,N/A,:293905709.106696:1327028223.0,20121119;161459,--,--,--,--,EXECUTION,0,0,-2039.4,LMT
U1234567,USD,FUT,1,VXH3,VIX 20MAR13,109783470,,,,,13455763,VIX,,301633833,20121119,20121119,134421,20121120,ExchTrade,CFE,-1,20.8,1000,-20800,20800,0,-1.97,USD,20.45,O,P;,-20798.03,0,350,0,,,0,,3/20/2013,,SELL,233685204,0000d388.50aa2d6c.01.01,0008b710.0000e969.50a9c244.0001,,1428554446,20121119;133649,,N/A,:293135386.106696:1326890775.0,20121119;133649,--,--,--,--,EXECUTION,0,0,348.03,LMT
U1234567,USD,FUT,1,VXH3,VIX 20MAR13,109783470,,,,,13455763,VIX,,301634120,20121119,20121119,134613,20121120,ExchTrade,CFE,-4,20.8,1000,-83200,83200,0,-7.88,USD,20.45,O,P;,-83192.12,0,1400,0,,,0,,3/20/2013,,SELL,233685204,0000d388.50aa2d6f.01.01,0008b710.0000e969.50a9c244.0001,,1428554446,20121119;133649,,N/A,:293135386.106696:1326891664.0,20121119;133649,--,--,--,--,EXECUTION,0,0,1392.12,LMT
U1234567,USD,FUT,1,VXH3,VIX 20MAR13,109783470,,,,,13455763,VIX,,301635653,20121119,20121119,135724,20121120,ExchTrade,CFE,-1,20.8,1000,-20800,20800,0,-1.97,USD,20.45,O,P;,-20798.03,0,350,0,,,0,,3/20/2013,,SELL,233686492,0000d388.50aa2da4.01.01,0008b710.0000e969.50a9c244.0003,,1428554446,20121119;135344,,N/A,:293212488.106696:1326896098.0,20121119;135344,--,--,--,--,EXECUTION,0,0,348.03,LMT
U1234567,USD,FUT,1,VXH3,VIX 20MAR13,109783470,,,,,13455763,VIX,,301635655,20121119,20121119,135725,20121120,ExchTrade,CFE,-6,20.8,1000,-124800,124800,0,-11.82,USD,20.45,O,P;,-124788.18,0,2100,0,,,0,,3/20/2013,,SELL,233686492,0000d388.50aa2da5.01.01,0008b710.0000e969.50a9c244.0003,,1428554446,20121119;135344,,N/A,:293212488.106696:1326896233.0,20121119;135344,--,--,--,--,EXECUTION,0,0,2088.18,LMT
U1234567,USD,FUT,1,VXH3,VIX 20MAR13,109783470,,,,,13455763,VIX,,301635656,20121119,20121119,135725,20121120,ExchTrade,CFE,-2,20.8,1000,-41600,41600,0,-3.94,USD,20.45,O,P;,-41596.06,0,700,0,,,0,,3/20/2013,,SELL,233686492,0000d388.50aa2da8.01.01,0008b710.0000e969.50a9c244.0003,,1428554446,20121119;135344,,N/A,:293212488.106696:1326896253.0,20121119;135344,--,--,--,--,EXECUTION,0,0,696.06,LMT
U1234567,USD,FUT,1,VXH3,VIX 20MAR13,109783470,,,,,13455763,VIX,,301635660,20121119,20121119,135725,20121120,ExchTrade,CFE,-10,20.8,1000,-208000,208000,0,-19.7,USD,20.45,O,P;,-207980.3,0,3500,0,,,0,,3/20/2013,,SELL,233686492,0000d388.50aa2da6.01.01,0008b710.0000e969.50a9c244.0003,,1428554446,20121119;135344,,N/A,:293212488.106696:1326896249.0,20121119;135344,--,--,--,--,EXECUTION,0,0,3480.3,LMT
U1234567,USD,FUT,1,VXH3,VIX 20MAR13,109783470,,,,,13455763,VIX,,301635661,20121119,20121119,135725,20121120,ExchTrade,CFE,-2,20.8,1000,-41600,41600,0,-3.94,USD,20.45,O,P;,-41596.06,0,700,0,,,0,,3/20/2013,,SELL,233686492,0000d388.50aa2da7.01.01,0008b710.0000e969.50a9c244.0003,,1428554446,20121119;135344,,N/A,:293212488.106696:1326896251.0,20121119;135344,--,--,--,--,EXECUTION,0,0,696.06,LMT
U1234567,USD,FUT,1,VXH3,VIX 20MAR13,109783470,,,,,13455763,VIX,,301635668,20121119,20121119,135739,20121120,ExchTrade,CFE,-1,20.8,1000,-20800,20800,0,-1.97,USD,20.45,O,P;,-20798.03,0,350,0,,,0,,3/20/2013,,SELL,233686492,0000d388.50aa2dad.01.01,0008b710.0000e969.50a9c244.0003,,1428554446,20121119;135344,,N/A,:293212488.106696:1326896404.0,20121119;135344,--,--,--,--,EXECUTION,0,0,348.03,LMT
U1234567,USD,FUT,1,VXH3,VIX 20MAR13,109783470,,,,,13455763,VIX,,301635669,20121119,20121119,135739,20121120,ExchTrade,CFE,-3,20.8,1000,-62400,62400,0,-5.91,USD,20.45,O,P;,-62394.09,0,1050,0,,,0,,3/20/2013,,SELL,233686492,0000d388.50aa2dac.01.01,0008b710.0000e969.50a9c244.0003,,1428554446,20121119;135344,,N/A,:293212488.106696:1326896324.0,20121119;135344,--,--,--,--,EXECUTION,0,0,1044.09,LMT
U1234567,USD,FUT,1,VXX2,VIX 21NOV12,102659817,,,,,13455763,VIX,,301552671,20121119,20121119,83340,20121120,ExchTrade,CFE,-4,15.93,1000,-63720,63720,0,-7.88,USD,15.25,C,P;,-70107.88,-6395.76,2720,0,,,0,,11/21/2012,,SELL,233626481,0000d388.50aa2654.03.01,0008b710.0000e969.50a9c0ee.0002,,1428554336,20121119;083340,,N/A,:289634466.106696:1556039360.0,20121119;083340,--,--,--,--,EXECUTION,0,0,2712.12,LMT
U1234567,USD,FUT,1,VXX2,VIX 21NOV12,102659817,,,,,13455763,VIX,,301553777,20121119,20121119,83817,20121120,ExchTrade,CFE,-4,15.97,1000,-63880,63880,0,-7.88,USD,15.25,C,P;,-70077.88,-6205.76,2880,0,,,0,,11/21/2012,,SELL,233626481,0000d388.50aa2669.03.01,0008b710.0000e969.50a9c0ee.0002,,1428554336,20121119;083340,,N/A,:289634466.106696:1556042187.0,20121119;083817,--,--,--,--,EXECUTION,0,0,2872.12,LMT
U1234567,USD,FUT,1,VXX2,VIX 21NOV12,102659817,,,,,13455763,VIX,,301553794,20121119,20121119,83836,20121120,ExchTrade,CFE,-1,15.97,1000,-15970,15970,0,-1.97,USD,15.25,C,P;,-17541.97,-1573.94,720,0,,,0,,11/21/2012,,SELL,233626481,0000d388.50aa266c.03.01,0008b710.0000e969.50a9c0ee.0002,,1428554336,20121119;083340,,N/A,:289634466.106696:1556042377.0,20121119;083836,--,--,--,--,EXECUTION,0,0,718.03,LMT
U1234567,USD,FUT,1,VXX2,VIX 21NOV12,102659817,,,,,13455763,VIX,,301554114,20121119,20121119,84051,20121120,ExchTrade,CFE,-2,15.97,1000,-31940,31940,0,-3.94,USD,15.25,C,P;,-35083.94,-3147.88,1440,0,,,0,,11/21/2012,,SELL,233626481,0000d388.50aa2672.03.01,0008b710.0000e969.50a9c0ee.0002,,1428554336,20121119;083340,,N/A,:289634466.106696:1556043570.0,20121119;084051,--,--,--,--,EXECUTION,0,0,1436.06,LMT
U1234567,USD,FUT,1,VXX2,VIX 21NOV12,102659817,,,,,13455763,VIX,,301554121,20121119,20121119,84055,20121120,ExchTrade,CFE,-5,15.97,1000,-79850,79850,0,-9.85,USD,15.25,C,P;,-87789.85,-7949.7,3600,0,,,0,,11/21/2012,,SELL,233626481,0000d388.50aa2674.03.01,0008b710.0000e969.50a9c0ee.0002,,1428554336,20121119;083340,,N/A,:289634466.106696:1556043899.0,20121119;084055,--,--,--,--,EXECUTION,0,0,3590.15,LMT
U1234567,USD,FUT,1,VXX2,VIX 21NOV12,102659817,,,,,13455763,VIX,,301554283,20121119,20121119,84208,20121120,ExchTrade,CFE,-21,16.02,1000,-336420,336420,0,-41.37,USD,15.25,C,P;,-377341.37,-40962.74,16170,0,,,0,,11/21/2012,,SELL,233626481,0000d388.50aa267d.03.01,0008b710.0000e969.50a9c0ee.0002,,1428554336,20121119;083340,,N/A,:289634466.106696:1556045117.0,20121119;084208,--,--,--,--,EXECUTION,0,0,16128.63,LMT
U1234567,USD,FUT,1,VXX2,VIX 21NOV12,102659817,,,,,13455763,VIX,,301554290,20121119,20121119,84211,20121120,ExchTrade,CFE,-10,16.02,1000,-160200,160200,0,-19.7,USD,15.25,C,P;,-169519.7,-9339.4,7700,0,,,0,,11/21/2012,,SELL,233626481,0000d388.50aa267f.03.01,0008b710.0000e969.50a9c0ee.0002,,1428554336,20121119;083340,,N/A,:289634466.106696:1556045194.0,20121119;084211,--,--,--,--,EXECUTION,0,0,7680.3,LMT
U1234567,USD,FUT,1,VXX2,VIX 21NOV12,102659817,,,,,13455763,VIX,,301554291,20121119,20121119,84212,20121120,ExchTrade,CFE,-21,16.02,1000,-336420,336420,0,-41.37,USD,15.25,C,P;,-354431.37,-18052.74,16170,0,,,0,,11/21/2012,,SELL,233626481,0000d388.50aa2681.03.01,0008b710.0000e969.50a9c0ee.0002,,1428554336,20121119;083340,,N/A,:289634466.106696:1556045218.0,20121119;084212,--,--,--,--,EXECUTION,0,0,16128.63,LMT
U1234567,USD,FUT,1,VXX2,VIX 21NOV12,102659817,,,,,13455763,VIX,,301554296,20121119,20121119,84213,20121120,ExchTrade,CFE,-10,16.02,1000,-160200,160200,0,-19.7,USD,15.25,C,P;,-168319.7,-8139.4,7700,0,,,0,,11/21/2012,,SELL,233626481,0000d388.50aa2682.03.01,0008b710.0000e969.50a9c0ee.0002,,1428554336,20121119;083340,,N/A,:289634466.106696:1556045230.0,20121119;084213,--,--,--,--,EXECUTION,0,0,7680.3,LMT
U1234567,USD,FUT,1,VXX2,VIX 21NOV12,102659817,,,,,13455763,VIX,,301554297,20121119,20121119,84213,20121120,ExchTrade,CFE,-5,16.02,1000,-80100,80100,0,-9.85,USD,15.25,C,P;,-84159.85,-4069.7,3850,0,,,0,,11/21/2012,,SELL,233626481,0000d388.50aa2683.03.01,0008b710.0000e969.50a9c0ee.0002,,1428554336,20121119;083340,,N/A,:289634466.106696:1556045240.0,20121119;084213,--,--,--,--,EXECUTION,0,0,3840.15,LMT
U1234567,USD,FUT,1,VXX2,VIX 21NOV12,102659817,,,,,13455763,VIX,,301554298,20121119,20121119,84213,20121120,ExchTrade,CFE,-5,16.02,1000,-80100,80100,0,-9.85,USD,15.25,C,P;,-90009.85,-9919.7,3850,0,,,0,,11/21/2012,,SELL,233626481,0000d388.50aa2684.03.01,0008b710.0000e969.50a9c0ee.0002,,1428554336,20121119;083340,,N/A,:289634466.106696:1556045250.0,20121119;084213,--,--,--,--,EXECUTION,0,0,3840.15,LMT
U1234567,USD,FUT,1,VXX2,VIX 21NOV12,102659817,,,,,13455763,VIX,,301554295,20121119,20121119,84214,20121120,ExchTrade,CFE,-2,16.02,1000,-32040,32040,0,-3.94,USD,15.25,C,P;,-36003.94,-3967.88,1540,0,,,0,,11/21/2012,,SELL,233626481,0000d388.50aa2685.03.01,0008b710.0000e969.50a9c0ee.0002,,1428554336,20121119;083340,,N/A,:289634466.106696:1556045262.0,20121119;084214,--,--,--,--,EXECUTION,0,0,1536.06,LMT
U1234567,USD,FUT,1,VXX2,VIX 21NOV12,102659817,,,,,13455763,VIX,,301561117,20121119,20121119,91721,20121120,ExchTrade,CFE,-1,16,1000,-16000,16000,0,-1.97,USD,15.25,C,P;,-18001.97,-2003.94,750,0,,,0,,11/21/2012,,SELL,233632292,0000d388.50aa26d8.01.01,0008b710.0000e969.50a9c117.0001,,1428554347,20121119;091721,,N/A,:289885839.106696:1326522267.0,20121119;091721,--,--,--,--,EXECUTION,0,0,748.03,LMT
U1234567,USD,FUT,1,VXX2,VIX 21NOV12,102659817,,,,,13455763,VIX,,301561119,20121119,20121119,91721,20121120,ExchTrade,CFE,-19,16,1000,-304000,304000,0,-37.43,USD,15.25,C,P;,-338057.43,-34094.86,14250,0,,,0,,11/21/2012,,SELL,233632292,0000d388.50aa26d7.01.01,0008b710.0000e969.50a9c117.0001,,1428554347,20121119;091721,,N/A,:289885716.106696:1326522194.0,20121119;091721,--,--,--,--,EXECUTION,0,0,14212.57,LMT
U1234567,USD,FUT,1,VXX2,VIX 21NOV12,102659817,,,,,13455763,VIX,,301561122,20121119,20121119,91728,20121120,ExchTrade,CFE,-6,16,1000,-96000,96000,0,-11.82,USD,15.25,C,P;,-106811.82,-10823.64,4500,0,,,0,,11/21/2012,,SELL,233632292,0000d388.50aa26da.01.01,0008b710.0000e969.50a9c117.0001,,1428554347,20121119;091721,,N/A,:289887039.106696:1326522367.0,20121119;091728,--,--,--,--,EXECUTION,0,0,4488.18,LMT
U1234567,USD,FUT,1,VXX2,VIX 21NOV12,102659817,,,,,13455763,VIX,,301561124,20121119,20121119,91729,20121120,ExchTrade,CFE,-8,16,1000,-128000,128000,0,-15.76,USD,15.25,C,P;,-142225.76,-14241.52,6000,0,,,0,,11/21/2012,,SELL,233632292,0000d388.50aa26db.01.01,0008b710.0000e969.50a9c117.0001,,1428554347,20121119;091721,,N/A,:289887442.106696:1326522415.0,20121119;091729,--,--,--,--,EXECUTION,0,0,5984.24,LMT
U1234567,USD,FUT,1,VXX2,VIX 21NOV12,102659817,,,,,13455763,VIX,,301561239,20121119,20121119,91822,20121120,ExchTrade,CFE,-16,16,1000,-256000,256000,0,-31.52,USD,15.25,C,P;,-284031.52,-28063.04,12000,0,,,0,,11/21/2012,,SELL,233632292,0000d388.50aa26e1.01.01,0008b710.0000e969.50a9c117.0001,,1428554347,20121119;091721,,N/A,:289892599.106696:1326522687.0,20121119;091822,--,--,--,--,EXECUTION,0,0,11968.48,LMT
U1234567,USD,FUT,1,VXX2,VIX 21NOV12,102659817,,,,,13455763,VIX,,301561918,20121119,20121119,92418,20121120,ExchTrade,CFE,-1,16,1000,-16000,16000,0,-1.97,USD,15.25,C,P;,-17751.97,-1753.94,750,0,,,0,,11/21/2012,,SELL,233632965,0000d388.50aa26eb.01.01,0008b710.0000e969.50a9c11a.0001,,1428554349,20121119;092351,,N/A,:289914304.106696:1326524356.0,20121119;092418,--,--,--,--,EXECUTION,0,0,748.03,LMT
U1234567,USD,FUT,1,VXX2,VIX 21NOV12,102659817,,,,,13455763,VIX,,301561926,20121119,20121119,92429,20121120,ExchTrade,CFE,-10,16,1000,-160000,160000,0,-19.7,USD,15.25,C,P;,-177419.7,-17439.4,7500,0,,,0,,11/21/2012,,SELL,233632965,0000d388.50aa26ef.01.01,0008b710.0000e969.50a9c11a.0001,,1428554349,20121119;092351,,N/A,:289915997.106696:1326524475.0,20121119;092429,--,--,--,--,EXECUTION,0,0,7480.3,LMT
